season,week,seasonType,poll,team,rank,poll_priority
2016,15,regular,Playoff Committee Rankings,Michigan,6,1.0
2016,15,regular,Playoff Committee Rankings,Navy,25,1.0
2016,15,regular,AP Top 25,Nebraska,24,2.0
2016,15,regular,Playoff Committee Rankings,Ohio State,3,1.0
2016,15,regular,Playoff Committee Rankings,Oklahoma,7,1.0
2016,15,regular,Playoff Committee Rankings,Oklahoma State,12,1.0
2016,15,regular,Playoff Committee Rankings,Penn State,5,1.0
2016,15,regular,Playoff Committee Rankings,Pittsburgh,23,1.0
2016,15,regular,AP Top 25,South Florida,25,2.0
2016,15,regular,Playoff Committee Rankings,Stanford,18,1.0
2016,15,regular,Playoff Committee Rankings,Temple,24,1.0
2016,15,regular,Playoff Committee Rankings,Tennessee,21,1.0
2016,15,regular,Playoff Committee Rankings,USC,9,1.0
2016,15,regular,Playoff Committee Rankings,Utah,19,1.0
2016,15,regular,Playoff Committee Rankings,Virginia Tech,22,1.0
2016,15,regular,Playoff Committee Rankings,Washington,4,1.0
2016,15,regular,Playoff Committee Rankings,West Virginia,16,1.0
2016,15,regular,Playoff Committee Rankings,Western Michigan,15,1.0
2016,15,regular,Playoff Committee Rankings,Wisconsin,8,1.0
2017,1,postseason,AP Top 25,Alabama,1,2.0
2017,1,postseason,AP Top 25,Auburn,10,2.0
2017,1,postseason,AP Top 25,Boise State,22,2.0
2017,1,postseason,AP Top 25,Clemson,4,2.0
2017,1,postseason,AP Top 25,Georgia,2,2.0
2017,1,postseason,AP Top 25,LSU,18,2.0
2017,1,postseason,AP Top 25,Memphis,25,2.0
2017,1,postseason,AP Top 25,Miami,13,2.0
2017,1,postseason,AP Top 25,Michigan State,15,2.0
2017,1,postseason,AP Top 25,Mississippi State,19,2.0
2017,1,postseason,AP Top 25,NC State,23,2.0
2017,1,postseason,AP Top 25,Northwestern,17,2.0
2017,1,postseason,AP Top 25,Notre Dame,11,2.0
2017,1,postseason,AP Top 25,Ohio State,5,2.0
2017,1,postseason,AP Top 25,Oklahoma,3,2.0
2017,1,postseason,AP Top 25,Oklahoma State,14,2.0
2017,1,postseason,AP Top 25,Penn State,8,2.0
2017,1,postseason,AP Top 25,South Florida,21,2.0
2017,1,postseason,AP Top 25,Stanford,20,2.0
2017,1,postseason,AP Top 25,TCU,9,2.0
2017,1,postseason,AP Top 25,UCF,6,2.0
2017,1,postseason,AP Top 25,USC,12,2.0
2017,1,postseason,AP Top 25,Virginia Tech,24,2.0
2017,1,postseason,AP Top 25,Washington,16,2.0
2017,1,postseason,AP Top 25,Wisconsin,7,2.0
2017,1,regular,AP Top 25,Alabama,1,2.0
2017,1,regular,AP Top 25,Auburn,12,2.0
2017,1,regular,AP Top 25,Clemson,5,2.0
2017,1,regular,AP Top 25,Florida,17,2.0
2017,1,regular,AP Top 25,Florida State,3,2.0
2017,1,regular,AP Top 25,Georgia,15,2.0
2017,1,regular,AP Top 25,Kansas State,20,2.0
2017,1,regular,AP Top 25,LSU,13,2.0
2017,1,regular,AP Top 25,Louisville,16,2.0
2017,1,regular,AP Top 25,Miami,18,2.0
2017,1,regular,AP Top 25,Michigan,11,2.0
2017,1,regular,AP Top 25,Ohio State,2,2.0
2017,1,regular,AP Top 25,Oklahoma,7,2.0
2017,1,regular,AP Top 25,Oklahoma State,10,2.0
2017,1,regular,AP Top 25,Penn State,6,2.0
2017,1,regular,AP Top 25,South Florida,19,2.0
2017,1,regular,AP Top 25,Stanford,14,2.0
2017,1,regular,AP Top 25,Tennessee,25,2.0
2017,1,regular,AP Top 25,Texas,23,2.0
2017,1,regular,AP Top 25,USC,4,2.0
2017,1,regular,AP Top 25,Virginia Tech,21,2.0
2017,1,regular,AP Top 25,Washington,8,2.0
2017,1,regular,AP Top 25,Washington State,24,2.0
2017,1,regular,AP Top 25,West Virginia,22,2.0
2017,1,regular,AP Top 25,Wisconsin,9,2.0
2017,2,regular,AP Top 25,Alabama,1,2.0
2017,2,regular,AP Top 25,Auburn,13,2.0
2017,2,regular,AP Top 25,Clemson,3,2.0
2017,2,regular,AP Top 25,Florida,22,2.0
2017,2,regular,AP Top 25,Florida State,10,2.0
2017,2,regular,AP Top 25,Georgia,15,2.0
2017,2,regular,AP Top 25,Kansas State,19,2.0
2017,2,regular,AP Top 25,LSU,12,2.0
2017,2,regular,AP Top 25,Louisville,17,2.0
2017,2,regular,AP Top 25,Miami,16,2.0
2017,2,regular,AP Top 25,Michigan,8,2.0
2017,2,regular,AP Top 25,Notre Dame,24,2.0
2017,2,regular,AP Top 25,Ohio State,2,2.0
2017,2,regular,AP Top 25,Oklahoma,5,2.0
2017,2,regular,AP Top 25,Oklahoma State,11,2.0
2017,2,regular,AP Top 25,Penn State,4,2.0
2017,2,regular,AP Top 25,South Florida,21,2.0
2017,2,regular,AP Top 25,Stanford,14,2.0
2017,2,regular,AP Top 25,TCU,23,2.0
2017,2,regular,AP Top 25,Tennessee,25,2.0
2017,2,regular,AP Top 25,USC,6,2.0
2017,2,regular,AP Top 25,Virginia Tech,18,2.0
2017,2,regular,AP Top 25,Washington,7,2.0
2017,2,regular,AP Top 25,Washington State,20,2.0
2017,2,regular,AP Top 25,Wisconsin,9,2.0
2017,3,regular,AP Top 25,Alabama,1,2.0
2017,3,regular,AP Top 25,Auburn,15,2.0
2017,3,regular,AP Top 25,Clemson,3,2.0
2017,3,regular,AP Top 25,Florida,24,2.0
2017,3,regular,AP Top 25,Florida State,11,2.0
2017,3,regular,AP Top 25,Georgia,13,2.0
2017,3,regular,AP Top 25,Kansas State,18,2.0
2017,3,regular,AP Top 25,LSU,12,2.0
2017,3,regular,AP Top 25,Louisville,14,2.0
2017,3,regular,AP Top 25,Miami,17,2.0
2017,3,regular,AP Top 25,Michigan,7,2.0
2017,3,regular,AP Top 25,Ohio State,8,2.0
2017,3,regular,AP Top 25,Oklahoma,2,2.0
2017,3,regular,AP Top 25,Oklahoma State,9,2.0
2017,3,regular,AP Top 25,Penn State,5,2.0
2017,3,regular,AP Top 25,South Florida,22,2.0
2017,3,regular,AP Top 25,Stanford,19,2.0
2017,3,regular,AP Top 25,TCU,20,2.0
2017,3,regular,AP Top 25,Tennessee,23,2.0
2017,3,regular,AP Top 25,UCLA,25,2.0
2017,3,regular,AP Top 25,USC,4,2.0
2017,3,regular,AP Top 25,Virginia Tech,16,2.0
2017,3,regular,AP Top 25,Washington,6,2.0
2017,3,regular,AP Top 25,Washington State,21,2.0
2017,3,regular,AP Top 25,Wisconsin,10,2.0
2017,4,regular,AP Top 25,Alabama,1,2.0
2017,4,regular,AP Top 25,Auburn,15,2.0
2017,4,regular,AP Top 25,Clemson,2,2.0
2017,4,regular,AP Top 25,Florida,20,2.0
2017,4,regular,AP Top 25,Florida State,12,2.0
2017,4,regular,AP Top 25,Georgia,11,2.0
2017,4,regular,AP Top 25,LSU,25,2.0
2017,4,regular,AP Top 25,Louisville,19,2.0
2017,4,regular,AP Top 25,Miami,14,2.0
2017,4,regular,AP Top 25,Michigan,8,2.0
2017,4,regular,AP Top 25,Mississippi State,17,2.0
2017,4,regular,AP Top 25,Ohio State,10,2.0
2017,4,regular,AP Top 25,Oklahoma,3,2.0
2017,4,regular,AP Top 25,Oklahoma State,6,2.0
2017,4,regular,AP Top 25,Oregon,24,2.0
2017,4,regular,AP Top 25,Penn State,4,2.0
2017,4,regular,AP Top 25,San Diego State,22,2.0
2017,4,regular,AP Top 25,South Florida,21,2.0
2017,4,regular,AP Top 25,TCU,16,2.0
2017,4,regular,AP Top 25,USC,5,2.0
2017,4,regular,AP Top 25,Utah,23,2.0
2017,4,regular,AP Top 25,Virginia Tech,13,2.0
2017,4,regular,AP Top 25,Washington,7,2.0
2017,4,regular,AP Top 25,Washington State,18,2.0
2017,4,regular,AP Top 25,Wisconsin,9,2.0
2017,5,regular,AP Top 25,Alabama,1,2.0
2017,5,regular,AP Top 25,Auburn,13,2.0
2017,5,regular,AP Top 25,Clemson,2,2.0
2017,5,regular,AP Top 25,Florida,21,2.0
2017,5,regular,AP Top 25,Georgia,7,2.0
2017,5,regular,AP Top 25,LSU,25,2.0
2017,5,regular,AP Top 25,Louisville,17,2.0
2017,5,regular,AP Top 25,Miami,14,2.0
2017,5,regular,AP Top 25,Michigan,8,2.0
2017,5,regular,AP Top 25,Mississippi State,24,2.0
2017,5,regular,AP Top 25,Notre Dame,22,2.0
2017,5,regular,AP Top 25,Ohio State,11,2.0
2017,5,regular,AP Top 25,Oklahoma,3,2.0
2017,5,regular,AP Top 25,Oklahoma State,15,2.0
2017,5,regular,AP Top 25,Penn State,4,2.0
2017,5,regular,AP Top 25,San Diego State,19,2.0
2017,5,regular,AP Top 25,South Florida,18,2.0
2017,5,regular,AP Top 25,TCU,9,2.0
2017,5,regular,AP Top 25,USC,5,2.0
2017,5,regular,AP Top 25,Utah,20,2.0
2017,5,regular,AP Top 25,Virginia Tech,12,2.0
2017,5,regular,AP Top 25,Washington,6,2.0
2017,5,regular,AP Top 25,Washington State,16,2.0
2017,5,regular,AP Top 25,West Virginia,23,2.0
2017,5,regular,AP Top 25,Wisconsin,10,2.0
2017,6,regular,AP Top 25,Alabama,1,2.0
2017,6,regular,AP Top 25,Auburn,12,2.0
2017,6,regular,AP Top 25,Clemson,2,2.0
2017,6,regular,AP Top 25,Florida,21,2.0
2017,6,regular,AP Top 25,Georgia,5,2.0
2017,6,regular,AP Top 25,Louisville,17,2.0
2017,6,regular,AP Top 25,Miami,13,2.0
2017,6,regular,AP Top 25,Michigan,7,2.0
2017,6,regular,AP Top 25,NC State,24,2.0
2017,6,regular,AP Top 25,Notre Dame,21,2.0
2017,6,regular,AP Top 25,Ohio State,10,2.0
2017,6,regular,AP Top 25,Oklahoma,3,2.0
2017,6,regular,AP Top 25,Oklahoma State,15,2.0
2017,6,regular,AP Top 25,Penn State,4,2.0
2017,6,regular,AP Top 25,San Diego State,19,2.0
2017,6,regular,AP Top 25,South Florida,18,2.0
2017,6,regular,AP Top 25,TCU,8,2.0
2017,6,regular,AP Top 25,UCF,25,2.0
2017,6,regular,AP Top 25,USC,14,2.0
2017,6,regular,AP Top 25,Utah,20,2.0
2017,6,regular,AP Top 25,Virginia Tech,16,2.0
2017,6,regular,AP Top 25,Washington,6,2.0
2017,6,regular,AP Top 25,Washington State,11,2.0
2017,6,regular,AP Top 25,West Virginia,23,2.0
2017,6,regular,AP Top 25,Wisconsin,9,2.0
2017,7,regular,AP Top 25,Alabama,1,2.0
2017,7,regular,AP Top 25,Auburn,10,2.0
2017,7,regular,AP Top 25,Clemson,2,2.0
2017,7,regular,AP Top 25,Georgia,4,2.0
2017,7,regular,AP Top 25,Miami,11,2.0
2017,7,regular,AP Top 25,Michigan,17,2.0
2017,7,regular,AP Top 25,Michigan State,21,2.0
2017,7,regular,AP Top 25,NC State,20,2.0
2017,7,regular,AP Top 25,Navy,25,2.0
2017,7,regular,AP Top 25,Notre Dame,16,2.0
2017,7,regular,AP Top 25,Ohio State,9,2.0
2017,7,regular,AP Top 25,Oklahoma,12,2.0
2017,7,regular,AP Top 25,Oklahoma State,14,2.0
2017,7,regular,AP Top 25,Penn State,3,2.0
2017,7,regular,AP Top 25,San Diego State,19,2.0
2017,7,regular,AP Top 25,South Florida,18,2.0
2017,7,regular,AP Top 25,Stanford,23,2.0
2017,7,regular,AP Top 25,TCU,6,2.0
2017,7,regular,AP Top 25,Texas Tech,24,2.0
2017,7,regular,AP Top 25,UCF,22,2.0
2017,7,regular,AP Top 25,USC,13,2.0
2017,7,regular,AP Top 25,Virginia Tech,15,2.0
2017,7,regular,AP Top 25,Washington,5,2.0
2017,7,regular,AP Top 25,Washington State,8,2.0
2017,7,regular,AP Top 25,Wisconsin,7,2.0
2017,8,regular,AP Top 25,Alabama,1,2.0
2017,8,regular,AP Top 25,Auburn,21,2.0
2017,8,regular,AP Top 25,Clemson,7,2.0
2017,8,regular,AP Top 25,Georgia,3,2.0
2017,8,regular,AP Top 25,LSU,24,2.0
2017,8,regular,AP Top 25,Memphis,25,2.0
2017,8,regular,AP Top 25,Miami,8,2.0
2017,8,regular,AP Top 25,Michigan,19,2.0
2017,8,regular,AP Top 25,Michigan State,18,2.0
2017,8,regular,AP Top 25,NC State,16,2.0
2017,8,regular,AP Top 25,Notre Dame,13,2.0
2017,8,regular,AP Top 25,Ohio State,6,2.0
2017,8,regular,AP Top 25,Oklahoma,9,2.0
2017,8,regular,AP Top 25,Oklahoma State,10,2.0
2017,8,regular,AP Top 25,Penn State,2,2.0
2017,8,regular,AP Top 25,South Florida,16,2.0
2017,8,regular,AP Top 25,Stanford,22,2.0
2017,8,regular,AP Top 25,TCU,4,2.0
2017,8,regular,AP Top 25,UCF,20,2.0
2017,8,regular,AP Top 25,USC,11,2.0
2017,8,regular,AP Top 25,Virginia Tech,14,2.0
2017,8,regular,AP Top 25,Washington,12,2.0
2017,8,regular,AP Top 25,Washington State,15,2.0
2017,8,regular,AP Top 25,West Virginia,23,2.0
2017,8,regular,AP Top 25,Wisconsin,5,2.0
2017,9,regular,AP Top 25,Alabama,1,2.0
2017,9,regular,AP Top 25,Auburn,19,2.0
2017,9,regular,AP Top 25,Clemson,7,2.0
2017,9,regular,AP Top 25,Georgia,3,2.0
2017,9,regular,AP Top 25,Iowa State,25,2.0
2017,9,regular,AP Top 25,LSU,23,2.0
2017,9,regular,AP Top 25,Memphis,24,2.0
2017,9,regular,AP Top 25,Miami,8,2.0
2017,9,regular,AP Top 25,Michigan State,16,2.0
2017,9,regular,AP Top 25,NC State,14,2.0
2017,9,regular,AP Top 25,Notre Dame,9,2.0
2017,9,regular,AP Top 25,Ohio State,6,2.0
2017,9,regular,AP Top 25,Oklahoma,10,2.0
2017,9,regular,AP Top 25,Oklahoma State,11,2.0
2017,9,regular,AP Top 25,Penn State,2,2.0
2017,9,regular,AP Top 25,South Florida,17,2.0
2017,9,regular,AP Top 25,Stanford,20,2.0
2017,9,regular,AP Top 25,TCU,4,2.0
2017,9,regular,AP Top 25,UCF,18,2.0
2017,9,regular,AP Top 25,USC,21,2.0
2017,9,regular,AP Top 25,Virginia Tech,13,2.0
2017,9,regular,AP Top 25,Washington,12,2.0
2017,9,regular,AP Top 25,Washington State,15,2.0
2017,9,regular,AP Top 25,West Virginia,22,2.0
2017,9,regular,AP Top 25,Wisconsin,5,2.0
2017,10,regular,Playoff Committee Rankings,Alabama,2,1.0
2017,10,regular,Playoff Committee Rankings,Arizona,22,1.0
2017,10,regular,Playoff Committee Rankings,Auburn,14,1.0
2017,10,regular,Playoff Committee Rankings,Clemson,4,1.0
2017,10,regular,Playoff Committee Rankings,Georgia,1,1.0
2017,10,regular,Playoff Committee Rankings,Iowa State,15,1.0
2017,10,regular,Playoff Committee Rankings,LSU,19,1.0
2017,10,regular,Playoff Committee Rankings,Memphis,23,1.0
2017,10,regular,Playoff Committee Rankings,Miami,10,1.0
2017,10,regular,Playoff Committee Rankings,Michigan State,24,1.0
2017,10,regular,Playoff Committee Rankings,Mississippi State,16,1.0
2017,10,regular,Playoff Committee Rankings,NC State,20,1.0
2017,10,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2017,10,regular,Playoff Committee Rankings,Ohio State,6,1.0
2017,10,regular,Playoff Committee Rankings,Oklahoma,5,1.0
2017,10,regular,Playoff Committee Rankings,Oklahoma State,11,1.0
2017,10,regular,Playoff Committee Rankings,Penn State,7,1.0
2017,10,regular,Playoff Committee Rankings,Stanford,21,1.0
2017,10,regular,Playoff Committee Rankings,TCU,8,1.0
2017,10,regular,Playoff Committee Rankings,UCF,18,1.0
2017,10,regular,Playoff Committee Rankings,USC,17,1.0
2017,10,regular,Playoff Committee Rankings,Virginia Tech,13,1.0
2017,10,regular,Playoff Committee Rankings,Washington,12,1.0
2017,10,regular,Playoff Committee Rankings,Washington State,25,1.0
2017,10,regular,Playoff Committee Rankings,Wisconsin,9,1.0
2017,11,regular,Playoff Committee Rankings,Alabama,2,1.0
2017,11,regular,Playoff Committee Rankings,Auburn,10,1.0
2017,11,regular,Playoff Committee Rankings,Clemson,4,1.0
2017,11,regular,Playoff Committee Rankings,Georgia,1,1.0
2017,11,regular,Playoff Committee Rankings,Iowa,20,1.0
2017,11,regular,Playoff Committee Rankings,Iowa State,21,1.0
2017,11,regular,Playoff Committee Rankings,LSU,24,1.0
2017,11,regular,Playoff Committee Rankings,Memphis,22,1.0
2017,11,regular,Playoff Committee Rankings,Miami,7,1.0
2017,11,regular,AP Top 25,Michigan,21,2.0
2017,11,regular,Playoff Committee Rankings,Michigan State,12,1.0
2017,11,regular,Playoff Committee Rankings,Mississippi State,16,1.0
2017,11,regular,Playoff Committee Rankings,NC State,23,1.0
2017,11,regular,Playoff Committee Rankings,Northwestern,25,1.0
2017,11,regular,Playoff Committee Rankings,Notre Dame,3,1.0
2017,11,regular,Playoff Committee Rankings,Ohio State,13,1.0
2017,11,regular,Playoff Committee Rankings,Oklahoma,5,1.0
2017,11,regular,Playoff Committee Rankings,Oklahoma State,15,1.0
2017,11,regular,Playoff Committee Rankings,Penn State,14,1.0
2017,11,regular,AP Top 25,South Florida,22,2.0
2017,11,regular,Playoff Committee Rankings,TCU,6,1.0
2017,11,regular,Playoff Committee Rankings,UCF,18,1.0
2017,11,regular,Playoff Committee Rankings,USC,11,1.0
2017,11,regular,Playoff Committee Rankings,Virginia Tech,17,1.0
2017,11,regular,Playoff Committee Rankings,Washington,9,1.0
2017,11,regular,Playoff Committee Rankings,Washington State,19,1.0
2017,11,regular,AP Top 25,West Virginia,23,2.0
2017,11,regular,Playoff Committee Rankings,Wisconsin,8,1.0
2017,12,regular,Playoff Committee Rankings,Alabama,1,1.0
2017,12,regular,Playoff Committee Rankings,Auburn,6,1.0
2017,12,regular,Playoff Committee Rankings,Boise State,25,1.0
2017,12,regular,Playoff Committee Rankings,Clemson,2,1.0
2017,12,regular,Playoff Committee Rankings,Georgia,7,1.0
2017,12,regular,Playoff Committee Rankings,LSU,20,1.0
2017,12,regular,Playoff Committee Rankings,Memphis,21,1.0
2017,12,regular,Playoff Committee Rankings,Miami,3,1.0
2017,12,regular,Playoff Committee Rankings,Michigan,24,1.0
2017,12,regular,Playoff Committee Rankings,Michigan State,17,1.0
2017,12,regular,Playoff Committee Rankings,Mississippi State,16,1.0
2017,12,regular,Playoff Committee Rankings,NC State,19,1.0
2017,12,regular,Playoff Committee Rankings,Northwestern,23,1.0
2017,12,regular,Playoff Committee Rankings,Notre Dame,8,1.0
2017,12,regular,Playoff Committee Rankings,Ohio State,9,1.0
2017,12,regular,Playoff Committee Rankings,Oklahoma,4,1.0
2017,12,regular,Playoff Committee Rankings,Oklahoma State,13,1.0
2017,12,regular,Playoff Committee Rankings,Penn State,10,1.0
2017,12,regular,AP Top 25,South Florida,23,2.0
2017,12,regular,Playoff Committee Rankings,Stanford,22,1.0
2017,12,regular,Playoff Committee Rankings,TCU,12,1.0
2017,12,regular,Playoff Committee Rankings,UCF,15,1.0
2017,12,regular,Playoff Committee Rankings,USC,11,1.0
2017,12,regular,Playoff Committee Rankings,Washington,18,1.0
2017,12,regular,Playoff Committee Rankings,Washington State,14,1.0
2017,12,regular,AP Top 25,West Virginia,24,2.0
2017,12,regular,Playoff Committee Rankings,Wisconsin,5,1.0
2017,13,regular,Playoff Committee Rankings,Alabama,1,1.0
2017,13,regular,Playoff Committee Rankings,Auburn,6,1.0
2017,13,regular,Playoff Committee Rankings,Boise State,23,1.0
2017,13,regular,Playoff Committee Rankings,Clemson,3,1.0
2017,13,regular,Playoff Committee Rankings,Georgia,7,1.0
2017,13,regular,Playoff Committee Rankings,LSU,18,1.0
2017,13,regular,Playoff Committee Rankings,Memphis,20,1.0
2017,13,regular,Playoff Committee Rankings,Miami,2,1.0
2017,13,regular,Playoff Committee Rankings,Michigan State,16,1.0
2017,13,regular,Playoff Committee Rankings,Mississippi State,14,1.0
2017,13,regular,Playoff Committee Rankings,Northwestern,22,1.0
2017,13,regular,Playoff Committee Rankings,Notre Dame,8,1.0
2017,13,regular,Playoff Committee Rankings,Ohio State,9,1.0
2017,13,regular,Playoff Committee Rankings,Oklahoma,4,1.0
2017,13,regular,Playoff Committee Rankings,Oklahoma State,19,1.0
2017,13,regular,Playoff Committee Rankings,Penn State,10,1.0
2017,13,regular,Playoff Committee Rankings,South Carolina,24,1.0
2017,13,regular,AP Top 25,South Florida,22,2.0
2017,13,regular,Playoff Committee Rankings,Stanford,21,1.0
2017,13,regular,Playoff Committee Rankings,TCU,12,1.0
2017,13,regular,Playoff Committee Rankings,UCF,15,1.0
2017,13,regular,Playoff Committee Rankings,USC,11,1.0
2017,13,regular,Playoff Committee Rankings,Virginia Tech,25,1.0
2017,13,regular,Playoff Committee Rankings,Washington,17,1.0
2017,13,regular,Playoff Committee Rankings,Washington State,13,1.0
2017,13,regular,Playoff Committee Rankings,Wisconsin,5,1.0
2017,14,regular,Playoff Committee Rankings,Alabama,5,1.0
2017,14,regular,Playoff Committee Rankings,Auburn,2,1.0
2017,14,regular,Playoff Committee Rankings,Clemson,1,1.0
2017,14,regular,Playoff Committee Rankings,Fresno State,25,1.0
2017,14,regular,Playoff Committee Rankings,Georgia,6,1.0
2017,14,regular,Playoff Committee Rankings,LSU,17,1.0
2017,14,regular,Playoff Committee Rankings,Memphis,20,1.0
2017,14,regular,Playoff Committee Rankings,Miami,7,1.0
2017,14,regular,Playoff Committee Rankings,Michigan State,16,1.0
2017,14,regular,Playoff Committee Rankings,Mississippi State,23,1.0
2017,14,regular,Playoff Committee Rankings,NC State,24,1.0
2017,14,regular,Playoff Committee Rankings,Northwestern,21,1.0
2017,14,regular,Playoff Committee Rankings,Notre Dame,15,1.0
2017,14,regular,Playoff Committee Rankings,Ohio State,8,1.0
2017,14,regular,Playoff Committee Rankings,Oklahoma,3,1.0
2017,14,regular,Playoff Committee Rankings,Oklahoma State,19,1.0
2017,14,regular,Playoff Committee Rankings,Penn State,9,1.0
2017,14,regular,AP Top 25,South Florida,23,2.0
2017,14,regular,Playoff Committee Rankings,Stanford,12,1.0
2017,14,regular,Playoff Committee Rankings,TCU,11,1.0
2017,14,regular,Playoff Committee Rankings,UCF,14,1.0
2017,14,regular,Playoff Committee Rankings,USC,10,1.0
2017,14,regular,Playoff Committee Rankings,Virginia Tech,22,1.0
2017,14,regular,Playoff Committee Rankings,Washington,13,1.0
2017,14,regular,Playoff Committee Rankings,Washington State,18,1.0
2017,14,regular,Playoff Committee Rankings,Wisconsin,4,1.0
2017,15,regular,Playoff Committee Rankings,Alabama,4,1.0
2017,15,regular,Playoff Committee Rankings,Auburn,7,1.0
2017,15,regular,Playoff Committee Rankings,Boise State,25,1.0
2017,15,regular,Playoff Committee Rankings,Clemson,1,1.0
2017,15,regular,Playoff Committee Rankings,Georgia,3,1.0
2017,15,regular,Playoff Committee Rankings,LSU,17,1.0
2017,15,regular,Playoff Committee Rankings,Memphis,20,1.0
2017,15,regular,Playoff Committee Rankings,Miami,10,1.0
2017,15,regular,Playoff Committee Rankings,Michigan State,16,1.0
2017,15,regular,Playoff Committee Rankings,Mississippi State,23,1.0
2017,15,regular,Playoff Committee Rankings,NC State,24,1.0
2017,15,regular,Playoff Committee Rankings,Northwestern,21,1.0
2017,15,regular,Playoff Committee Rankings,Notre Dame,14,1.0
2017,15,regular,Playoff Committee Rankings,Ohio State,5,1.0
2017,15,regular,Playoff Committee Rankings,Oklahoma,2,1.0
2017,15,regular,Playoff Committee Rankings,Oklahoma State,19,1.0
2017,15,regular,Playoff Committee Rankings,Penn State,9,1.0
2017,15,regular,AP Top 25,South Florida,23,2.0
2017,15,regular,Playoff Committee Rankings,Stanford,13,1.0
2017,15,regular,Playoff Committee Rankings,TCU,15,1.0
2017,15,regular,Playoff Committee Rankings,UCF,12,1.0
2017,15,regular,Playoff Committee Rankings,USC,8,1.0
2017,15,regular,Playoff Committee Rankings,Virginia Tech,22,1.0
2017,15,regular,Playoff Committee Rankings,Washington,11,1.0
2017,15,regular,Playoff Committee Rankings,Washington State,18,1.0
2017,15,regular,Playoff Committee Rankings,Wisconsin,6,1.0
2018,1,postseason,AP Top 25,Alabama,2,2.0
2018,1,postseason,AP Top 25,Army,19,2.0
2018,1,postseason,AP Top 25,Boise State,23,2.0
2018,1,postseason,AP Top 25,Cincinnati,24,2.0
2018,1,postseason,AP Top 25,Clemson,1,2.0
2018,1,postseason,AP Top 25,Florida,7,2.0
2018,1,postseason,AP Top 25,Fresno State,18,2.0
2018,1,postseason,AP Top 25,Georgia,7,2.0
2018,1,postseason,AP Top 25,Iowa,25,2.0
2018,1,postseason,AP Top 25,Kentucky,12,2.0
2018,1,postseason,AP Top 25,LSU,6,2.0
2018,1,postseason,AP Top 25,Michigan,14,2.0
2018,1,postseason,AP Top 25,Northwestern,21,2.0
2018,1,postseason,AP Top 25,Notre Dame,5,2.0
2018,1,postseason,AP Top 25,Ohio State,3,2.0
2018,1,postseason,AP Top 25,Oklahoma,4,2.0
2018,1,postseason,AP Top 25,Penn State,17,2.0
2018,1,postseason,AP Top 25,Syracuse,15,2.0
2018,1,postseason,AP Top 25,Texas,9,2.0
2018,1,postseason,AP Top 25,Texas A&M,16,2.0
2018,1,postseason,AP Top 25,UCF,11,2.0
2018,1,postseason,AP Top 25,Utah State,22,2.0
2018,1,postseason,AP Top 25,Washington,13,2.0
2018,1,postseason,AP Top 25,Washington State,10,2.0
2018,1,postseason,AP Top 25,West Virginia,20,2.0
2018,1,regular,AP Top 25,Alabama,1,2.0
2018,1,regular,AP Top 25,Auburn,9,2.0
2018,1,regular,AP Top 25,Boise State,22,2.0
2018,1,regular,AP Top 25,Clemson,2,2.0
2018,1,regular,AP Top 25,Florida State,19,2.0
2018,1,regular,AP Top 25,Georgia,3,2.0
2018,1,regular,AP Top 25,LSU,25,2.0
2018,1,regular,AP Top 25,Miami,8,2.0
2018,1,regular,AP Top 25,Michigan,14,2.0
2018,1,regular,AP Top 25,Michigan State,11,2.0
2018,1,regular,AP Top 25,Mississippi State,18,2.0
2018,1,regular,AP Top 25,Notre Dame,12,2.0
2018,1,regular,AP Top 25,Ohio State,5,2.0
2018,1,regular,AP Top 25,Oklahoma,7,2.0
2018,1,regular,AP Top 25,Oregon,24,2.0
2018,1,regular,AP Top 25,Penn State,10,2.0
2018,1,regular,AP Top 25,Stanford,13,2.0
2018,1,regular,AP Top 25,TCU,16,2.0
2018,1,regular,AP Top 25,Texas,23,2.0
2018,1,regular,AP Top 25,UCF,21,2.0
2018,1,regular,AP Top 25,USC,15,2.0
2018,1,regular,AP Top 25,Virginia Tech,20,2.0
2018,1,regular,AP Top 25,Washington,6,2.0
2018,1,regular,AP Top 25,West Virginia,17,2.0
2018,1,regular,AP Top 25,Wisconsin,4,2.0
2018,2,regular,AP Top 25,Alabama,1,2.0
2018,2,regular,AP Top 25,Auburn,7,2.0
2018,2,regular,AP Top 25,Boise State,20,2.0
2018,2,regular,AP Top 25,Clemson,2,2.0
2018,2,regular,AP Top 25,Florida,25,2.0
2018,2,regular,AP Top 25,Georgia,3,2.0
2018,2,regular,AP Top 25,LSU,11,2.0
2018,2,regular,AP Top 25,Miami,22,2.0
2018,2,regular,AP Top 25,Michigan,21,2.0
2018,2,regular,AP Top 25,Michigan State,15,2.0
2018,2,regular,AP Top 25,Mississippi State,18,2.0
2018,2,regular,AP Top 25,Notre Dame,8,2.0
2018,2,regular,AP Top 25,Ohio State,4,2.0
2018,2,regular,AP Top 25,Oklahoma,6,2.0
2018,2,regular,AP Top 25,Oregon,23,2.0
2018,2,regular,AP Top 25,Penn State,13,2.0
2018,2,regular,AP Top 25,South Carolina,24,2.0
2018,2,regular,AP Top 25,Stanford,10,2.0
2018,2,regular,AP Top 25,TCU,16,2.0
2018,2,regular,AP Top 25,UCF,19,2.0
